Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
10,1964,RP,Dallas Green,29,2,1,0.667,5.79,25,0,7,0,0,0,42.0,63,31,27,4,14,0,21,2,0,0,196,61,3.99,1.833,13.5,0.9,3.0,4.5,1.5,Right,No
11,1964,,Bobby Shantz,38,1,1,0.5,2.25,14,0,3,0,0,0,32.0,23,10,8,1,6,3,18,0,0,1,124,156,2.45,0.906,6.5,0.3,1.7,5.1,3.0,Left,No
12,1964,,Johnny Klippstein,36,2,1,0.667,4.03,11,0,5,0,0,1,22.1,22,10,10,6,8,1,13,2,0,3,98,88,6.28,1.343,8.9,2.4,3.2,5.2,1.63,Right,No
13,1964,,Bobby Locke,30,0,0,0.0,2.79,8,0,0,0,0,0,19.1,21,6,6,2,6,3,11,0,0,2,83,127,3.74,1.397,9.8,0.9,2.8,5.1,1.83,Right,No
14,1964,,Cal McLish,38,0,1,0.0,3.38,2,1,0,0,0,0,5.1,6,3,2,0,1,1,6,0,0,0,24,111,0.92,1.313,10.1,0.0,1.7,10.1,6.0,Right,No
15,1964,,Gary Kroll,22,0,0,0.0,3.0,2,0,1,0,0,0,3.0,3,1,1,0,2,0,2,0,0,0,14,133,3.27,1.667,9.0,0.0,6.0,6.0,1.0,Right,No
16,1964,,Ryne Duren,35,0,0,0.0,6.0,2,0,1,0,0,0,3.0,5,3,2,0,1,0,5,1,0,0,17,66,1.27,2.0,15.0,0.0,3.0,15.0,5.0,Right,No
17,1964,,Morrie Steevens,23,0,0,0.0,3.38,4,0,2,0,0,0,2.2,5,3,1,0,1,0,3,0,0,0,14,120,1.48,2.25,16.9,0.0,3.4,10.1,3.0,Left,No
18,1964,,Dave Bennett,18,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,0,0,0,1,0,0,1,5,56,0.61,2.0,18.0,0.0,0.0,9.0,0.0,Right,No
1,1963,SP,Cal McLish,37,13,11,0.542,3.26,32,32,0,10,2,0,209.2,184,85,76,14,56,3,98,4,0,4,847,99,3.27,1.145,7.9,0.6,2.4,4.2,1.75,Right,No
2,1963,SP,Ray Culp,21,14,11,0.56,2.97,34,30,0,10,5,0,203.1,148,76,67,15,102,8,176,6,0,5,840,109,3.3,1.23,6.6,0.7,4.5,7.8,1.73,Right,No
3,1963,SP,Chris Short,25,9,12,0.429,2.95,38,27,3,6,3,0,198.0,185,77,65,12,69,6,160,3,4,8,829,109,2.74,1.283,8.4,0.5,3.1,7.3,2.32,Left,No
4,1963,SP,Art Mahaffey,25,7,10,0.412,3.99,26,22,0,6,1,0,149.0,143,73,66,18,48,1,97,5,4,5,630,81,3.81,1.282,8.6,1.1,2.9,5.9,2.02,Right,No
5,1963,SP,Dennis Bennett,23,9,5,0.643,2.64,23,16,3,6,1,1,119.1,102,44,35,12,33,5,82,4,1,4,488,123,3.34,1.131,7.7,0.9,2.5,6.2,2.48,Left,No
6,1963,CL,Jack Baldschun,26,11,7,0.611,2.3,65,0,44,0,0,16,113.2,99,37,29,7,42,10,89,3,0,3,477,141,2.9,1.24,7.8,0.6,3.3,7.0,2.12,Right,No
7,1963,RP,Dallas Green,28,7,5,0.583,3.23,40,14,10,4,0,2,120.0,134,53,43,10,38,8,68,2,2,4,519,100,3.43,1.433,10.1,0.8,2.9,5.1,1.79,Right,No
8,1963,RP,Johnny Klippstein,35,5,6,0.455,1.93,49,1,23,0,0,8,112.0,80,28,24,3,46,9,86,3,0,6,450,168,2.6,1.125,6.4,0.2,3.7,6.9,1.87,Right,No
9,1963,RP,Ryne Duren,34,6,2,0.75,3.3,33,7,14,1,0,2,87.1,65,33,32,6,52,1,84,5,1,4,372,98,3.41,1.34,6.7,0.6,5.4,8.7,1.62,Right,No
10,1963,RP,John Boozer,24,3,4,0.429,2.93,26,8,5,2,0,1,83.0,67,31,27,11,33,5,69,1,0,1,336,111,3.77,1.205,7.3,1.2,3.6,7.5,2.09,Right,No
11,1963,,Jack Hamilton,24,2,1,0.667,5.4,19,1,6,0,0,1,30.0,22,19,18,3,17,2,23,0,0,4,129,61,3.95,1.3,6.6,0.9,5.1,6.9,1.35,Right,No
12,1963,,Paul Brown,22,0,1,0.0,4.11,6,2,3,0,0,0,15.1,15,10,7,2,5,0,11,2,0,0,71,81,4.11,1.304,8.8,1.2,2.9,6.5,2.2,Right,No
13,1963,,Bobby Locke,29,0,0,0.0,5.91,9,0,5,0,0,0,10.2,10,7,7,0,5,1,7,0,0,0,46,57,2.57,1.406,8.4,0.0,4.2,5.9,1.4,Right,No
14,1963,,Marcelino Lopez,19,1,0,1.0,6.0,4,2,1,0,0,0,6.0,8,5,4,0,7,1,2,0,1,1,32,58,5.31,2.5,12.0,0.0,10.5,3.0,0.29,Left,No
1,1962,SP,Art Mahaffey,24,19,14,0.576,3.94,41,39,2,20,2,0,274.0,253,131,120,36,81,4,177,12,0,7,1138,98,4.05,1.219,8.3,1.2,2.7,5.8,2.19,Right,No
2,1962,SP,Jack Hamilton,23,9,12,0.429,5.09,41,26,8,4,1,2,182.0,185,115,103,18,107,8,101,5,1,22,820,76,4.64,1.604,9.1,0.9,5.3,5.0,0.94,Right,No
3,1962,SP,Dennis Bennett,22,9,9,0.5,3.81,31,24,5,7,2,3,174.2,144,78,74,17,68,3,149,6,0,6,723,102,3.45,1.214,7.4,0.9,3.5,7.7,2.19,Left,No
4,1962,SP,Cal McLish,36,11,5,0.688,4.25,32,24,3,5,1,1,154.2,184,84,73,15,45,6,71,2,0,4,682,91,3.87,1.481,10.7,0.9,2.6,4.1,1.58,Right,No
5,1962,SP,Jim Owens,28,2,4,0.333,6.33,23,12,6,1,0,0,69.2,90,53,49,12,33,1,21,0,1,3,321,61,5.67,1.766,11.6,1.6,4.3,2.7,0.64,Right,No
6,1962,CL,Jack Baldschun,25,12,7,0.632,2.96,67,0,49,0,0,13,112.2,95,41,37,6,58,9,95,2,0,9,479,131,3.22,1.358,7.6,0.5,4.6,7.6,1.64,Right,No
7,1962,RP,Chris Short,24,11,9,0.55,3.42,47,12,16,4,0,3,142.0,149,66,54,13,56,6,91,8,1,7,621,113,3.88,1.444,9.4,0.8,3.5,5.8,1.63,Left,No
8,1962,RP,Dallas Green,27,6,6,0.5,3.83,37,10,9,2,0,1,129.1,145,58,55,10,43,6,58,5,1,6,558,101,3.84,1.454,10.1,0.7,3.0,4.0,1.35,Right,No
9,1962,RP,Paul Brown,21,0,6,0.0,5.94,23,9,4,0,0,1,63.2,74,45,42,9,33,0,29,3,0,2,292,65,5.24,1.681,10.5,1.3,4.7,4.1,0.88,Right,No
10,1962,RP,Bill Smith,28,1,5,0.167,4.29,24,5,6,0,0,0,50.1,59,32,24,8,10,3,26,1,0,1,217,91,4.31,1.371,10.5,1.4,1.8,4.6,2.6,Left,No
11,1962,,Frank Sullivan,32,0,2,0.0,6.26,19,0,4,0,0,0,23.0,38,21,16,2,12,2,12,2,0,0,115,63,4.53,2.174,14.9,0.8,4.7,4.7,1.0,Right,No
12,1962,,John Boozer,23,0,0,0.0,5.75,9,0,1,0,0,0,20.1,22,13,13,3,10,1,13,0,0,0,88,68,4.73,1.574,9.7,1.3,4.4,5.8,1.3,Right,No
13,1962,,Bobby Locke,28,1,0,1.0,5.74,5,0,0,0,0,0,15.2,16,12,10,4,10,0,9,0,0,0,72,69,6.7,1.66,9.2,2.3,5.7,5.2,0.9,Right,No
14,1962,,Ed Keegan,22,0,0,0.0,2.25,4,0,3,0,0,0,8.0,6,2,2,1,5,0,5,1,0,0,34,180,5.24,1.375,6.8,1.1,5.6,5.6,1.0,Right,No
15,1962,,Don Ferrarese,33,0,1,0.0,8.1,5,0,2,0,0,0,6.2,9,8,6,1,3,0,6,0,0,2,33,51,4.12,1.8,12.2,1.4,4.1,8.1,2.0,Left,No
1,1961,SP,Art Mahaffey,23,11,19,0.367,4.1,36,32,1,12,3,0,219.1,205,110,100,27,70,6,158,7,0,9,916,98,3.79,1.254,8.4,1.1,2.9,6.5,2.26,Right,No
2,1961,SP,John Buzhardt,24,6,18,0.25,4.49,41,27,4,6,1,0,202.1,200,107,101,28,65,6,92,6,0,3,848,90,4.52,1.31,8.9,1.2,2.9,4.1,1.42,Right,No
3,1961,SP,Robin Roberts,34,1,10,0.091,5.85,26,18,3,2,0,0,117.0,154,85,76,19,23,6,54,2,0,1,512,69,4.4,1.513,11.8,1.5,1.8,4.2,2.35,Right,No
4,1961,SP,Jim Owens,27,5,10,0.333,4.47,20,17,1,3,0,0,106.2,119,62,53,8,32,2,38,0,0,7,458,90,3.74,1.416,10.0,0.7,2.7,3.2,1.19,Right,No
5,1961,CL,Frank Sullivan,31,3,16,0.158,4.29,49,18,19,1,1,6,159.1,161,93,76,19,55,5,114,5,0,1,687,94,3.82,1.356,9.1,1.1,3.1,6.4,2.07,Right,No
6,1961,RP,Don Ferrarese,32,5,12,0.294,3.76,42,14,10,3,1,1,138.2,120,64,58,14,68,4,89,1,0,2,587,107,4.1,1.356,7.8,0.9,4.4,5.8,1.31,Left,No
7,1961,RP,Dallas Green,26,2,4,0.333,4.85,42,10,16,1,1,1,128.0,160,77,69,8,47,6,51,2,0,4,566,83,3.74,1.617,11.3,0.6,3.3,3.6,1.09,Right,No
8,1961,RP,Jack Baldschun,24,5,3,0.625,3.88,65,0,39,0,0,3,99.2,90,53,43,7,49,11,59,5,0,11,435,104,3.93,1.395,8.1,0.6,4.4,5.3,1.2,Right,No
9,1961,RP,Ken Lehman,33,1,1,0.5,4.26,41,2,18,0,0,1,63.1,61,32,30,6,25,8,27,1,0,2,269,95,4.18,1.358,8.7,0.9,3.6,3.8,1.08,Left,No
10,1961,,Chris Short,23,6,12,0.333,5.94,39,16,11,1,0,1,127.1,157,94,84,12,71,11,80,3,0,14,602,68,4.29,1.791,11.1,0.8,5.0,5.7,1.13,Left,No
11,1961,,Paul Brown,20,0,1,0.0,8.1,5,1,1,0,0,0,10.0,13,9,9,3,8,0,1,1,0,0,50,52,8.97,2.1,11.7,2.7,7.2,0.9,0.13,Right,No
12,1961,,Turk Farrell,27,2,1,0.667,6.52,5,0,3,0,0,0,9.2,10,8,7,3,6,1,10,1,0,0,46,64,6.71,1.655,9.3,2.8,5.6,9.3,1.67,Right,No
13,1961,,Jack Meyer,29,0,0,0.0,9.0,1,0,0,0,0,0,2.0,2,2,2,1,2,0,2,0,0,0,9,53,10.07,2.0,9.0,4.5,9.0,9.0,1.0,Right,No
1,1960,SP,Robin Roberts,33,12,16,0.429,4.02,35,33,2,13,2,1,237.1,256,113,106,31,34,7,122,2,0,0,982,97,3.65,1.222,9.7,1.2,1.3,4.6,3.59,Right,No
2,1960,SP,John Buzhardt,23,5,16,0.238,3.86,30,29,0,5,0,0,200.1,198,101,86,14,68,12,73,2,1,4,849,101,3.75,1.328,8.9,0.6,3.1,3.3,1.07,Right,No
3,1960,SP,Gene Conley,29,8,14,0.364,3.68,29,25,3,9,2,0,183.1,192,85,75,10,42,4,117,2,1,1,771,105,2.68,1.276,9.4,0.5,2.1,5.7,2.79,Right,No
4,1960,SP,Jim Owens,26,4,14,0.222,5.04,31,22,2,6,0,0,150.0,182,95,84,21,64,7,83,1,0,9,686,77,4.54,1.64,10.9,1.3,3.8,5.0,1.3,Right,No
5,1960,SP,Art Mahaffey,22,7,3,0.7,2.31,14,12,2,5,1,0,93.1,78,29,24,9,34,1,56,1,0,2,382,168,3.71,1.2,7.5,0.9,3.3,5.4,1.65,Right,No
6,1960,CL,Turk Farrell,26,10,6,0.625,2.7,59,0,50,0,0,11,103.1,88,36,31,3,29,6,70,4,1,4,415,144,2.51,1.132,7.7,0.3,2.5,6.1,2.41,Right,No
7,1960,RP,Dallas Green,25,3,6,0.333,4.06,23,10,7,5,1,0,108.2,100,54,49,10,44,4,51,2,0,3,463,96,4.05,1.325,8.3,0.8,3.6,4.2,1.16,Right,No
8,1960,RP,Chris Short,22,6,9,0.4,3.94,42,10,13,2,0,3,107.1,101,55,47,8,52,5,54,3,0,6,467,99,4.03,1.425,8.5,0.7,4.4,4.5,1.04,Left,No
9,1960,RP,Rubén Gómez,32,0,3,0.0,5.33,22,1,6,0,0,1,52.1,68,37,31,7,9,2,24,1,0,2,233,73,3.92,1.471,11.7,1.2,1.5,4.1,2.67,Right,No
10,1960,RP,Humberto Robinson,30,0,4,0.0,3.44,33,1,14,0,0,0,49.2,48,24,19,6,22,5,31,0,0,1,215,113,4.18,1.409,8.7,1.1,4.0,5.6,1.41,Right,No
11,1960,,Don Cardwell,24,1,2,0.333,4.45,5,4,1,0,0,0,28.1,28,14,14,4,11,1,21,1,0,4,120,88,4.15,1.376,8.9,1.3,3.5,6.7,1.91,Right,No
12,1960,,Jack Meyer,28,3,1,0.75,4.32,7,4,2,0,0,0,25.0,25,13,12,2,11,0,18,0,0,0,109,91,3.45,1.44,9.0,0.7,4.0,6.5,1.64,Right,No
13,1960,,Taylor Phillips,27,0,1,0.0,8.36,10,1,3,0,0,0,14.0,21,13,13,2,4,0,6,1,0,1,67,48,4.6,1.786,13.5,1.3,2.6,3.9,1.5,Left,No
14,1960,,Al Neiger,21,0,0,0.0,5.68,6,0,3,0,0,0,12.2,16,8,8,2,4,1,3,2,0,1,59,70,5.53,1.579,11.4,1.4,2.8,2.1,0.75,Left,No
15,1960,,Hank Mason,29,0,0,0.0,9.53,3,0,1,0,0,0,5.2,9,6,6,1,5,1,3,0,0,0,31,44,6.41,2.471,14.3,1.6,7.9,4.8,0.6,Right,No
16,1960,,Curt Simmons,31,0,0,0.0,18.0,4,2,0,0,0,0,4.0,13,8,8,3,6,0,4,0,0,0,31,24,14.78,4.75,29.3,6.8,13.5,9.0,0.67,Left,No
1,1959,SP,Robin Roberts,32,15,17,0.469,4.27,35,35,0,19,2,0,257.1,267,137,122,34,35,4,137,5,2,1,1075,95,3.66,1.174,9.3,1.2,1.2,4.8,3.91,Right,No
2,1959,SP,Jim Owens,25,12,12,0.5,3.21,31,30,1,11,1,1,221.1,203,97,79,14,73,11,135,4,0,8,925,127,3.19,1.247,8.3,0.6,3.0,5.5,1.85,Right,No
3,1959,SP,Gene Conley,28,12,7,0.632,3.0,25,22,2,12,3,1,180.0,159,68,60,13,42,6,102,2,0,4,729,136,3.08,1.117,8.0,0.7,2.1,5.1,2.43,Right,No
4,1959,SP,Don Cardwell,23,9,10,0.474,4.06,25,22,0,5,1,0,153.0,135,77,69,22,65,5,106,4,0,3,649,100,4.38,1.307,7.9,1.3,3.8,6.2,1.63,Right,No
5,1959,SP,Ray Semproch,28,3,10,0.231,5.4,30,18,7,2,0,3,111.2,119,76,67,12,59,1,54,3,0,2,503,76,4.64,1.594,9.6,1.0,4.8,4.4,0.92,Right,No
6,1959,SP,Rubén Gómez,31,3,8,0.273,6.1,20,12,6,2,1,1,72.1,90,55,49,12,24,2,37,0,1,3,327,67,4.67,1.576,11.2,1.5,3.0,4.6,1.54,Right,No
7,1959,CL,Turk Farrell,25,1,6,0.143,4.74,38,0,27,0,0,6,57.0,61,30,30,9,25,7,31,0,0,3,252,86,4.82,1.509,9.6,1.4,3.9,4.9,1.24,Right,No
8,1959,RP,Jack Meyer,27,5,3,0.625,3.36,47,1,21,1,0,1,93.2,76,43,35,9,53,2,71,1,0,3,405,121,4.01,1.377,7.3,0.9,5.1,6.8,1.34,Right,No
9,1959,RP,Humberto Robinson,29,2,4,0.333,3.33,31,4,14,1,0,0,73.0,70,36,27,6,24,6,32,0,1,3,310,123,3.72,1.288,8.6,0.7,3.0,3.9,1.33,Right,No
10,1959,RP,Taylor Phillips,26,1,4,0.2,5.0,32,3,12,1,0,1,63.0,72,35,35,4,31,1,35,4,0,4,281,82,3.92,1.635,10.3,0.6,4.4,5.0,1.13,Left,No
11,1959,RP,Curt Simmons,30,0,0,0.0,4.5,7,0,4,0,0,0,10.0,16,5,5,2,0,0,4,1,0,0,42,94,4.64,1.6,14.4,1.8,0.0,3.6,0.0,Left,No
12,1959,,Chris Short,21,0,0,0.0,8.16,3,2,0,0,0,0,14.1,19,13,13,3,10,0,8,1,0,2,72,51,6.45,2.023,11.9,1.9,6.3,5.0,0.8,Left,No
13,1959,,Jim Hearn,38,0,2,0.0,5.73,6,0,1,0,0,0,11.0,15,7,7,2,6,1,1,0,0,0,53,73,6.36,1.909,12.3,1.6,4.9,0.8,0.17,Right,No
14,1959,,Seth Morehead,24,0,2,0.0,9.9,3,3,0,0,0,0,10.0,15,11,11,3,3,0,8,1,0,0,49,43,6.04,1.8,13.5,2.7,2.7,7.2,2.67,Left,No
15,1959,,Al Schroll,27,1,1,0.5,8.68,3,0,2,0,0,0,9.1,12,9,9,1,6,0,4,0,0,0,42,49,5.01,1.929,11.6,1.0,5.8,3.9,0.67,Right,No
16,1959,,Ed Keegan,19,0,3,0.0,18.0,3,3,0,0,0,0,9.0,19,18,18,2,13,0,3,1,0,2,59,24,9.43,3.556,19.0,2.0,13.0,3.0,0.23,Right,No
17,1959,,Bob Bowman,28,0,1,0.0,6.0,5,0,4,0,0,0,6.0,5,5,4,1,5,0,0,0,0,1,27,72,7.21,1.667,7.5,1.5,7.5,0.0,0.0,Right,No
18,1959,,Freddy Rodriguez,35,0,0,0.0,13.5,1,0,0,0,0,0,2.0,4,3,3,1,0,0,1,1,0,0,11,36,9.54,2.0,18.0,4.5,0.0,4.5,0.0,Right,No
1,1958,SP,Robin Roberts,31,17,14,0.548,3.24,35,34,0,21,1,0,269.2,270,112,97,30,51,5,130,2,0,2,1116,123,3.55,1.19,9.0,1.0,1.7,4.3,2.55,Right,No
2,1958,SP,Ray Semproch,27,13,11,0.542,3.92,36,30,3,12,2,0,204.1,211,105,89,25,58,1,92,6,0,5,872,102,4.1,1.316,9.3,1.1,2.6,4.1,1.59,Right,No
3,1958,SP,Jack Sanford,29,10,13,0.435,4.44,38,27,4,7,2,0,186.1,197,103,92,15,81,6,106,3,0,3,819,90,3.74,1.492,9.5,0.7,3.9,5.1,1.31,Right,No
4,1958,SP,Curt Simmons,29,7,14,0.333,4.38,29,27,2,7,1,1,168.1,196,92,82,11,40,4,78,3,1,4,727,91,3.16,1.402,10.5,0.6,2.1,4.2,1.95,Left,No
5,1958,SP,Don Cardwell,22,3,6,0.333,4.51,16,14,1,3,0,0,107.2,99,55,54,16,37,4,77,2,1,5,452,89,4.06,1.263,8.3,1.3,3.1,6.4,2.08,Right,No
6,1958,CL,Turk Farrell,24,8,9,0.471,3.35,54,0,35,0,0,11,94.0,84,41,35,7,40,7,73,0,0,3,400,120,3.17,1.319,8.0,0.7,3.8,7.0,1.83,Right,No
7,1958,RP,Seth Morehead,23,1,6,0.143,5.85,27,11,8,0,0,0,92.1,121,67,60,8,26,3,54,1,1,2,416,69,3.31,1.592,11.8,0.8,2.5,5.3,2.08,Left,No
8,1958,RP,Jack Meyer,26,3,6,0.333,3.59,37,5,16,1,0,2,90.1,77,38,36,8,33,3,87,1,0,7,374,112,2.83,1.218,7.7,0.8,3.3,8.7,2.64,Right,No
9,1958,RP,Jim Hearn,37,5,3,0.625,4.17,39,1,11,0,0,0,73.1,88,45,34,6,27,6,33,0,0,2,335,96,3.74,1.568,10.8,0.7,3.3,4.1,1.22,Right,No
10,1958,RP,Bob Miller,32,1,1,0.5,11.69,17,0,4,0,0,0,22.1,36,30,29,7,9,2,9,0,0,1,113,35,6.95,2.015,14.5,2.8,3.6,3.6,1.0,Right,No
11,1958,,Johnny Gray,31,0,0,0.0,4.15,15,0,6,0,0,0,17.1,12,9,8,3,14,3,10,0,0,0,73,98,5.99,1.5,6.2,1.6,7.3,5.2,0.71,Right,No
12,1958,,Warren Hacker,33,0,1,0.0,7.41,9,1,2,0,0,0,17.0,24,17,14,2,8,1,4,0,0,0,81,55,4.95,1.882,12.7,1.1,4.2,2.1,0.5,Right,No
13,1958,,John Anderson,28,0,0,0.0,7.88,5,1,3,0,0,0,16.0,26,17,14,5,4,0,9,1,0,0,78,52,6.35,1.875,14.6,2.8,2.3,5.1,2.25,Right,No
14,1958,,Don Erickson,26,0,1,0.0,4.63,9,0,6,0,0,1,11.2,11,7,6,3,9,1,9,0,0,0,55,89,6.59,1.714,8.5,2.3,6.9,6.9,1.0,Right,No
15,1958,,Bob Conley,24,0,0,0.0,7.56,2,2,0,0,0,0,8.1,9,7,7,0,1,0,0,0,0,1,36,55,2.84,1.2,9.7,0.0,1.1,0.0,0.0,Right,No
16,1958,,Jim Owens,24,1,0,1.0,2.57,1,1,0,0,0,0,7.0,4,4,2,1,5,0,3,0,0,2,31,164,5.62,1.286,5.1,1.3,6.4,3.9,0.6,Right,No
17,1958,,Hank Mason,27,0,0,0.0,10.8,1,0,0,0,0,0,5.0,7,7,6,0,2,0,3,1,0,0,24,40,3.08,1.8,12.6,0.0,3.6,5.4,1.5,Right,No
18,1958,,Angelo LiPetri,28,0,0,0.0,11.25,4,0,2,0,0,0,4.0,6,5,5,1,0,0,1,1,0,0,18,39,5.98,1.5,13.5,2.3,0.0,2.3,0.0,Right,No
19,1958,,Tom Qualters,23,0,0,0.0,4.5,1,0,0,0,0,0,2.0,2,1,1,0,1,0,0,0,0,0,10,106,3.98,1.5,9.0,0.0,4.5,0.0,0.0,Right,No
1,1957,SP,Robin Roberts,30,10,22,0.313,4.07,39,32,5,14,2,2,249.2,246,122,113,40,43,16,128,1,0,0,1033,93,4.04,1.158,8.9,1.4,1.6,4.6,2.98,Right,No
2,1957,SP,Jack Sanford,28,19,8,0.704,3.08,33,33,0,15,3,0,236.2,194,94,81,22,94,2,188,3,1,12,989,124,3.31,1.217,7.4,0.8,3.6,7.1,2.0,Right,No
3,1957,SP,Curt Simmons,28,12,11,0.522,3.44,32,29,2,9,2,0,212.0,214,92,81,11,50,11,92,2,0,2,884,111,3.0,1.245,9.1,0.5,2.1,3.9,1.84,Left,No
4,1957,SP,Harvey Haddix,31,10,13,0.435,4.06,27,25,2,8,1,0,170.2,176,84,77,18,39,4,136,1,0,6,720,94,2.94,1.26,9.3,0.9,2.1,7.2,3.49,Left,No
5,1957,SP,Don Cardwell,21,4,8,0.333,4.91,30,19,7,5,1,1,128.1,122,71,70,17,42,1,92,4,0,1,540,78,3.82,1.278,8.6,1.2,2.9,6.5,2.19,Right,No
6,1957,CL,Turk Farrell,23,10,2,0.833,2.38,52,0,32,0,0,10,83.1,74,29,22,2,36,9,54,2,1,2,353,161,2.84,1.32,8.0,0.2,3.9,5.8,1.5,Right,No
7,1957,RP,Jim Hearn,36,5,1,0.833,3.65,36,4,13,1,0,3,74.0,79,35,30,7,18,4,46,2,0,4,313,105,3.25,1.311,9.6,0.9,2.2,5.6,2.56,Right,No
8,1957,RP,Warren Hacker,32,4,4,0.5,4.5,20,10,4,1,0,0,74.0,72,40,37,10,18,2,33,1,0,0,304,85,4.09,1.216,8.8,1.2,2.2,4.0,1.83,Right,No
9,1957,RP,Bob Miller,31,2,5,0.286,2.69,32,1,17,0,0,6,60.1,61,18,18,4,17,5,12,1,0,0,254,142,3.82,1.293,9.1,0.6,2.5,1.8,0.71,Right,No
10,1957,RP,Seth Morehead,22,1,1,0.5,3.68,34,1,11,1,0,1,58.2,57,27,24,1,20,4,36,2,1,1,253,104,2.58,1.313,8.7,0.2,3.1,5.5,1.8,Left,No
11,1957,,Jack Meyer,25,0,2,0.0,5.73,19,2,4,0,0,0,37.2,44,30,24,6,28,2,34,1,0,0,180,67,5.03,1.912,10.5,1.4,6.7,8.1,1.21,Right,No
12,1957,,Saul Rogovin,35,0,0,0.0,9.0,4,0,2,0,0,0,8.0,11,8,8,1,3,1,0,0,0,0,38,44,5.21,1.75,12.4,1.1,3.4,0.0,0.0,Right,No
13,1957,,Tom Qualters,22,0,0,0.0,7.36,6,0,2,0,0,0,7.1,12,6,6,0,4,1,6,0,0,0,35,54,2.46,2.182,14.7,0.0,4.9,7.4,1.5,Right,No
14,1957,,Granny Hamner,30,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,0,0.46,1.0,9.0,0.0,0.0,9.0,0.0,Right,No
1,1956,SP,Robin Roberts,29,19,18,0.514,4.45,43,37,6,22,1,3,297.1,328,155,147,46,40,3,157,2,0,2,1228,83,3.75,1.238,9.9,1.4,1.2,4.8,3.93,Right,No
2,1956,SP,Harvey Haddix,30,12,8,0.6,3.48,31,27,4,11,2,2,206.2,196,98,80,23,55,9,154,6,0,3,870,106,3.21,1.215,8.5,1.0,2.4,6.7,2.8,Left,No
3,1956,SP,Curt Simmons,27,15,10,0.6,3.36,33,27,3,14,0,0,198.0,186,95,74,17,65,7,88,3,0,1,834,110,3.63,1.268,8.5,0.8,3.0,4.0,1.35,Left,No
4,1956,SP,Stu Miller,28,5,8,0.385,4.47,24,15,4,2,0,0,106.2,109,65,53,16,51,12,55,4,0,3,478,83,4.84,1.5,9.2,1.4,4.3,4.6,1.08,Right,No
5,1956,SP,Saul Rogovin,34,7,6,0.538,4.98,22,18,1,3,0,0,106.2,122,65,59,22,27,3,48,0,0,2,464,75,4.91,1.397,10.3,1.9,2.3,4.1,1.78,Right,No
6,1956,CL,Bob Miller,30,3,6,0.333,3.24,49,6,14,3,1,5,122.1,115,55,44,14,34,11,53,3,1,3,514,115,3.9,1.218,8.5,1.0,2.5,3.9,1.56,Right,No
7,1956,RP,Jack Meyer,24,7,11,0.389,4.41,41,7,19,2,0,2,96.0,86,49,47,8,51,11,66,4,0,2,418,84,3.8,1.427,8.1,0.8,4.8,6.2,1.29,Right,No
8,1956,RP,Ron Negray,26,2,3,0.4,4.19,39,4,15,0,0,3,66.2,72,36,31,6,24,9,44,1,1,1,290,89,3.35,1.44,9.7,0.8,3.2,5.9,1.83,Right,No
9,1956,RP,Ben Flowers,29,0,2,0.0,5.71,32,0,17,0,0,0,41.0,54,29,26,9,10,1,22,1,0,2,182,65,4.96,1.561,11.9,2.0,2.2,4.8,2.2,Right,No
10,1956,RP,Duane Pillette,33,0,0,0.0,6.56,20,0,6,0,0,0,23.1,32,21,17,2,12,4,10,0,0,0,114,57,4.17,1.886,12.3,0.8,4.6,3.9,0.83,Right,No
11,1956,,Jim Owens,22,0,4,0.0,7.28,10,5,1,0,0,0,29.2,35,26,24,3,22,1,22,2,0,0,141,51,4.63,1.921,10.6,0.9,6.7,6.7,1.0,Right,No
12,1956,,Murry Dickson,39,0,3,0.0,5.09,3,3,0,0,0,0,23.0,20,15,13,1,12,1,1,0,0,0,97,74,4.41,1.391,7.8,0.4,4.7,0.4,0.08,Right,No
13,1956,,Herm Wehmeier,29,0,2,0.0,4.05,3,3,0,0,0,0,20.0,18,9,9,2,11,0,8,0,0,0,88,93,4.52,1.45,8.1,0.9,5.0,3.6,0.73,Right,No
14,1956,,Jack Sanford,27,1,0,1.0,1.38,3,1,1,0,0,0,13.0,7,2,2,0,13,0,6,1,0,0,54,275,4.68,1.538,4.8,0.0,9.0,4.2,0.46,Right,No
15,1956,,Angelo LiPetri,26,0,0,0.0,3.27,6,0,3,0,0,0,11.0,7,5,4,2,3,0,8,1,0,0,45,117,4.37,0.909,5.7,1.6,2.5,6.5,2.67,Right,No
